sensitivity,precision,max_in_cluster,alg,alpha,nn_seed,length_norm,kernel,gamma,c,cripple,query
0.830265848671,0.882353071708,0.649284253579,labelSpreading,0.40000000000000002,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.80981595092,0.859869459688,0.806748466258,labelSpreading,0.40000000000000002,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.791411042945,0.829994382154,0.833333333333,labelSpreading,0.40000000000000002,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.79345603272,0.835086564111,0.849693251534,labelSpreading,0.40000000000000002,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.927402862986,0.933703720689,0.579754601227,labelSpreading,0.5,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.80981595092,0.866947783094,0.812883435583,labelSpreading,0.5,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.794478527607,0.841800888795,0.841513292434,labelSpreading,0.5,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.796523517382,0.836544454037,0.852760736196,labelSpreading,0.5,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.841513292434,0.883357896413,0.617586912065,labelSpreading,0.59999999999999998,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.80981595092,0.86250167915,0.820040899796,labelSpreading,0.59999999999999998,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.803680981595,0.873698240111,0.848670756646,labelSpreading,0.59999999999999998,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.80572597137,0.844150742372,0.858895705521,labelSpreading,0.59999999999999998,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.855828220859,0.8858951037,0.650306748466,labelSpreading,0.69999999999999996,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.815950920245,0.866101967624,0.825153374233,labelSpreading,0.69999999999999996,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.80163599182,0.851749337327,0.854805725971,labelSpreading,0.69999999999999996,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.80572597137,0.856885179463,0.872188139059,labelSpreading,0.69999999999999996,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.862985685072,0.894642653545,0.652351738241,labelSpreading,0.80000000000000004,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.811860940695,0.876006426587,0.841513292434,labelSpreading,0.80000000000000004,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.808793456033,0.852717905334,0.852760736196,labelSpreading,0.80000000000000004,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.80981595092,0.85356571479,0.868098159509,labelSpreading,0.80000000000000004,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.941717791411,0.947558381432,0.604294478528,labelSpreading,0.89999999999999991,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.81799591002,0.860905124241,0.829243353783,labelSpreading,0.89999999999999991,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.815950920245,0.858232519686,0.847648261759,labelSpreading,0.89999999999999991,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.816973415133,0.858807625028,0.862985685072,labelSpreading,0.89999999999999991,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.906952965235,0.929864561727,0.709611451943,labelSpreading,1.0,7,false,rbf,0.5,1.0,0,rfam75id_embed-rename
0.769938650307,0.854922666354,0.831288343558,labelSpreading,1.0,7,false,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.759713701431,0.781434965704,0.866053169734,labelSpreading,1.0,7,false,rbf,0.5,1.2,0,rfam75id_embed-rename
0.762781186094,0.815643137571,0.881390593047,labelSpreading,1.0,7,false,rbf,0.5,1.3,0,rfam75id_embed-rename
0.830265848671,0.882353071708,0.649284253579,labelSpreading,0.40000000000000002,7,true,rbf,0.5,1.0,0,rfam75id_embed-rename
0.80981595092,0.859869459688,0.806748466258,labelSpreading,0.40000000000000002,7,true,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.791411042945,0.829994382154,0.833333333333,labelSpreading,0.40000000000000002,7,true,rbf,0.5,1.2,0,rfam75id_embed-rename
0.79345603272,0.835086564111,0.849693251534,labelSpreading,0.40000000000000002,7,true,rbf,0.5,1.3,0,rfam75id_embed-rename
0.927402862986,0.933703720689,0.579754601227,labelSpreading,0.5,7,true,rbf,0.5,1.0,0,rfam75id_embed-rename
0.80981595092,0.866947783094,0.812883435583,labelSpreading,0.5,7,true,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.794478527607,0.841800888795,0.841513292434,labelSpreading,0.5,7,true,rbf,0.5,1.2,0,rfam75id_embed-rename
0.796523517382,0.836544454037,0.852760736196,labelSpreading,0.5,7,true,rbf,0.5,1.3,0,rfam75id_embed-rename
0.841513292434,0.883357896413,0.617586912065,labelSpreading,0.59999999999999998,7,true,rbf,0.5,1.0,0,rfam75id_embed-rename
0.80981595092,0.86250167915,0.820040899796,labelSpreading,0.59999999999999998,7,true,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
0.803680981595,0.873698240111,0.848670756646,labelSpreading,0.59999999999999998,7,true,rbf,0.5,1.2,0,rfam75id_embed-rename
0.80572597137,0.844150742372,0.858895705521,labelSpreading,0.59999999999999998,7,true,rbf,0.5,1.3,0,rfam75id_embed-rename
0.855828220859,0.8858951037,0.650306748466,labelSpreading,0.69999999999999996,7,true,rbf,0.5,1.0,0,rfam75id_embed-rename
0.815950920245,0.866101967624,0.825153374233,labelSpreading,0.69999999999999996,7,true,rbf,0.5,1.1000000000000001,0,rfam75id_embed-rename
