query,cripple,nn_seed,length_norm,alg,kernel,gamma,alpha,c,sensitivity,precision,max_in_cluster
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.59999999999999998,1.2,0.957055214724,0.967146251949,0.88854805726
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.59999999999999998,1.3,0.943762781186,0.960586622292,0.945807770961
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.59999999999999998,1.3999999999999999,0.943762781186,0.960586622292,0.955010224949
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.59999999999999998,1.5,0.943762781186,0.960586622292,0.961145194274
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.69999999999999996,1.0,0.997955010225,0.997995108064,0.509202453988
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.69999999999999996,1.1000000000000001,0.968302658487,0.972215244454,0.723926380368
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.69999999999999996,1.2,0.957055214724,0.966482063665,0.882413087935
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.69999999999999996,1.3,0.944785276074,0.961050296737,0.945807770961
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.69999999999999996,1.3999999999999999,0.944785276074,0.961050296737,0.953987730061
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.69999999999999996,1.5,0.943762781186,0.960586622292,0.961145194274
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.80000000000000004,1.0,0.996932515337,0.997021859551,0.503067484663
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.80000000000000004,1.1000000000000001,0.973415132924,0.976927774532,0.733128834356
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.80000000000000004,1.2,0.963190184049,0.97165168565,0.88445807771
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.80000000000000004,1.3,0.937627811861,0.957930216435,0.947852760736
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.80000000000000004,1.3999999999999999,0.937627811861,0.957930216435,0.961145194274
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.80000000000000004,1.5,0.937627811861,0.957930216435,0.967280163599
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.89999999999999991,1.0,0.99591002045,0.996011117478,0.501022494888
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.89999999999999991,1.1000000000000001,0.973415132924,0.977385197686,0.728016359918
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.89999999999999991,1.2,0.935582822086,0.957089867237,0.910020449898
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.89999999999999991,1.3,0.933537832311,0.956270658898,0.955010224949
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.89999999999999991,1.3999999999999999,0.933537832311,0.956270658898,0.964212678937
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,0.89999999999999991,1.5,0.933537832311,0.956270658898,0.969325153374
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,1.0,1.0,0.998977505112,0.998991906449,0.519427402863
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,1.0,1.1000000000000001,0.974437627812,0.979550102249,0.795501022495
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,1.0,1.2,0.972392638037,0.977231635921,0.924335378323
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,1.0,1.3,0.931492842536,0.957119620038,0.965235173824
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,1.0,1.3999999999999999,0.931492842536,0.957119620038,0.971370143149
rfam75id_dinuc3000-rename,1,7,true,labelSpreading,rbf,0.5,1.0,1.5,0.926380368098,0.955275026865,0.981595092025
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.40000000000000002,1.0,0.99591002045,0.996009488375,0.466257668712
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.40000000000000002,1.1000000000000001,0.993865030675,0.99404316296,0.700408997955
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.40000000000000002,1.2,0.955010224949,0.963146540266,0.868098159509
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.40000000000000002,1.3,0.946830265849,0.956522226013,0.922290388548
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.40000000000000002,1.3999999999999999,0.943762781186,0.953514888109,0.935582822086
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.40000000000000002,1.5,0.946830265849,0.955745786045,0.941717791411
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.5,1.0,0.99591002045,0.996009488375,0.464212678937
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.5,1.1000000000000001,0.992842535787,0.993157886001,0.699386503067
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.5,1.2,0.953987730061,0.962530188939,0.869120654397
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.5,1.3,0.945807770961,0.955638358296,0.922290388548
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.5,1.3999999999999999,0.942740286299,0.952631020392,0.935582822086
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.5,1.5,0.945807770961,0.954861918328,0.941717791411
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.59999999999999998,1.0,0.9918200409,0.992078257137,0.458077709611
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.59999999999999998,1.1000000000000001,0.992842535787,0.992949303046,0.709611451943
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.59999999999999998,1.2,0.955010224949,0.960114026187,0.853783231084
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.59999999999999998,1.3,0.943762781186,0.954190877223,0.923312883436
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.59999999999999998,1.3999999999999999,0.940695296524,0.951183539319,0.936605316973
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.59999999999999998,1.5,0.943762781186,0.953414437255,0.942740286299
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.69999999999999996,1.0,0.990797546012,0.991146753499,0.459100204499
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.69999999999999996,1.1000000000000001,0.993865030675,0.993941823807,0.713701431493
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.69999999999999996,1.2,0.955010224949,0.960114026187,0.852760736196
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.69999999999999996,1.3,0.944785276074,0.954735379598,0.922290388548
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.69999999999999996,1.3999999999999999,0.940695296524,0.950802442343,0.936605316973
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.69999999999999996,1.5,0.940695296524,0.950802442343,0.940695296524
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.80000000000000004,1.0,0.988752556237,0.989249582276,0.440695296524
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.80000000000000004,1.1000000000000001,0.982617586912,0.983860539294,0.697341513292
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.80000000000000004,1.2,0.952965235174,0.957807353519,0.849693251534
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.80000000000000004,1.3,0.943762781186,0.953337646453,0.921267893661
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.80000000000000004,1.3999999999999999,0.939672801636,0.949448047742,0.935582822086
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.80000000000000004,1.5,0.939672801636,0.949448047742,0.939672801636
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.89999999999999991,1.0,0.990797546012,0.991017121027,0.446830265849
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.89999999999999991,1.1000000000000001,0.982617586912,0.984610494816,0.705521472393
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.89999999999999991,1.2,0.971370143149,0.973547701735,0.856850715746
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.89999999999999991,1.3,0.943762781186,0.953318135519,0.919222903885
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.89999999999999991,1.3999999999999999,0.939672801636,0.949366792521,0.933537832311
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,0.89999999999999991,1.5,0.939672801636,0.949366792521,0.938650306748
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,1.0,1.0,0.98773006135,0.988182606414,0.438650306748
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,1.0,1.1000000000000001,0.978527607362,0.983452386824,0.691206543967
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,1.0,1.2,0.927402862986,0.947419679066,0.867075664622
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,1.0,1.3,0.922290388548,0.945254461282,0.920245398773
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,1.0,1.3999999999999999,0.918200408998,0.94128360735,0.934560327198
rfam75id_dinuc3000-rename,1,7,true,labelPropagation,rbf,0.5,1.0,1.5,0.933537832311,0.945828029073,0.938650306748
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.40000000000000002,1.0,0.98773006135,0.989281968883,0.556237218814
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.40000000000000002,1.1000000000000001,0.960122699387,0.974766175464,0.754601226994
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.40000000000000002,1.2,0.944785276074,0.956580189265,0.891615541922
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.40000000000000002,1.3,0.944785276074,0.956580189265,0.925357873211
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.40000000000000002,1.3999999999999999,0.944785276074,0.956580189265,0.932515337423
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.40000000000000002,1.5,0.944785276074,0.956580189265,0.933537832311
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.5,1.0,0.989775051125,0.990935854499,0.556237218814
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.5,1.1000000000000001,0.949897750511,0.96254094136,0.779141104294
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.5,1.2,0.941717791411,0.954892006095,0.89263803681
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.5,1.3,0.941717791411,0.954892006095,0.925357873211
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.5,1.3999999999999999,0.941717791411,0.954892006095,0.932515337423
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.5,1.5,0.941717791411,0.954892006095,0.933537832311
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.59999999999999998,1.0,0.996932515337,0.997009568032,0.562372188139
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.59999999999999998,1.1000000000000001,0.948875255624,0.958850037441,0.803680981595
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.59999999999999998,1.2,0.939672801636,0.953762957066,0.894683026585
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.59999999999999998,1.3,0.939672801636,0.953762957066,0.926380368098
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.59999999999999998,1.3999999999999999,0.939672801636,0.953762957066,0.932515337423
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.59999999999999998,1.5,0.939672801636,0.953762957066,0.935582822086
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.69999999999999996,1.0,0.998977505112,0.998987628824,0.564417177914
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.69999999999999996,1.1000000000000001,0.948875255624,0.957832504853,0.812883435583
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.69999999999999996,1.2,0.939672801636,0.953762957066,0.89672801636
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.69999999999999996,1.3,0.939672801636,0.953762957066,0.927402862986
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.69999999999999996,1.3999999999999999,0.939672801636,0.953762957066,0.933537832311
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.69999999999999996,1.5,0.939672801636,0.953762957066,0.935582822086
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.80000000000000004,1.0,0.99591002045,0.996273574188,0.566462167689
rfam75id_dinuc3000-rename,1,19,false,labelSpreading,rbf,0.5,0.80000000000000004,1.1000000000000001,0.951942740286,0.963723342098,0.842535787321
