query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.08,True,0.6173000000000002,0.7757965207332792,0.7686999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.9,True,1.1,False,0.42489999999999994,0.5870310166822396,0.7287999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.9,False,1.08,False,0.8926000000000001,0.9284983802253757,0.5552000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.7,True,1.1,False,0.4925,0.6403583208309972,0.7648999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.9,True,1.08,True,0.46820000000000006,0.638490455525596,0.8451000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.9,False,1.08,True,0.7548,0.8816815261147959,0.675
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.6,True,1.1,False,0.5066,0.6629639927295947,0.7858
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,1.0,False,1.0,False,0.9440000000000002,0.9622617582022951,0.5386
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.7,True,1.05,False,0.6454,0.78117842894984,0.7265
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.9,False,1.05,True,0.8078,0.9033960964812093,0.6595000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,1.0,True,1.02,True,0.7853,0.9144700989837304,0.7187999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.2,True,0.5346000000000001,0.7071848985665676,0.7336
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.7,False,1.05,True,0.8168,0.9064035373220276,0.6418
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,False,1.3,True,0.4521,0.6657278117185045,0.8140000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.0,False,0.8314,0.922902813456066,0.6535
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.6,False,1.08,True,0.7375,0.8669008812171862,0.6577
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.8,False,1.2,False,0.6647,0.8889254047857351,0.6837
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.3,True,0.47669999999999996,0.6556343138997974,0.7575999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.8,False,1.0,False,0.9649999999999999,0.974987428236963,0.5434000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.7,True,1.2,False,0.3207,0.42721035883998154,0.8042
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.7,False,1.02,False,0.9728,0.9751257834450012,0.49610000000000004
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,False,1.02,True,0.8743000000000001,0.9262967136689241,0.6756
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,1.0,False,1.05,False,0.8855999999999999,0.9412132962525271,0.5922
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.2,True,0.42479999999999996,0.5832007103596081,0.8389
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.8,False,1.08,False,0.8878,0.9478024594242216,0.6183000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.8,True,1.1,False,0.4899,0.667372573983112,0.7592999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.08,False,0.5517999999999998,0.7538969614689647,0.7021
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.9,True,1.3,False,0.1642,0.16011003685366715,0.7707999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,1.0,False,1.3,True,0.43760000000000004,0.6523540158252193,0.8148
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,False,1.2,False,0.7031999999999999,0.8800171332904236,0.6381
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,False,1.08,False,0.8449,0.9461222356903501,0.6769999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.8,False,1.02,False,0.9616,0.9668289616873187,0.5198
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.6,False,1.3,True,0.4617000000000001,0.6390408363010461,0.7594
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.2,True,0.4788,0.7050109457074624,0.8358000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.05,False,0.7127999999999999,0.8581656659657865,0.6793
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,1.0,True,1.2,True,0.4239,0.5938254762866538,0.8399000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,1.0,True,1.02,False,0.7157,0.8594148148266069,0.6279
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.7,False,1.1,False,0.9006000000000001,0.9291117384066736,0.5448000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.8,True,1.2,False,0.23840000000000003,0.34815335771665346,0.8004
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,False,1.05,False,0.8907999999999999,0.9572726018700763,0.6531999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.3,False,0.3787,0.49929214643055825,0.7424
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.8,True,1.08,False,0.5338999999999999,0.7059588138766525,0.7271
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.3,False,0.41069999999999995,0.5004953149658732,0.7319
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.05,False,0.7144999999999999,0.8521652187822578,0.6561000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.6,True,1.02,False,0.8083,0.9186577814626545,0.6927
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.8,True,1.08,True,0.5046,0.6452256882158437,0.8417
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.7,True,1.08,False,0.4902,0.6564940757864366,0.8154
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.9,False,1.02,False,0.9606,0.969527193976614,0.5464
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.02,True,0.8987,0.9476012152606914,0.6967000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.0,False,0.8422000000000001,0.9114548259281191,0.6281
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.8,True,1.05,False,0.7338,0.8617167668074994,0.6631
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.8,False,1.02,False,0.9611000000000001,0.9678442591149669,0.5195000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.6,False,1.2,True,0.5099,0.6843032373118765,0.7390000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,1.0,False,1.0,True,0.8756000000000002,0.9313421857516737,0.6423000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.2,True,0.41659999999999997,0.5789132221378528,0.8462
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,1.0,False,1.08,True,0.7105,0.8549038074735629,0.6922
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.6,True,1.08,True,0.49029999999999996,0.6317370689399511,0.8441000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.2,True,0.1933,0.2981071945846333,0.9174
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.08,False,0.6399000000000001,0.7919257087997329,0.6716999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.0,True,0.8931000000000001,0.9276210476177766,0.5993999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.2,False,0.5208999999999999,0.8076153002571482,0.8091999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.7,False,1.1,False,0.8815,0.9266668473895902,0.5627
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.6,False,1.02,False,0.9734999999999999,0.9756073121487525,0.4901999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.1,True,0.42749999999999994,0.5568035680388732,0.8672000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.8,False,1.02,False,0.9513999999999998,0.967997500619453,0.5663
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.9,False,1.05,False,0.9320999999999999,0.9551991525642011,0.5674999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.02,False,0.7117000000000001,0.8776483863378164,0.6689
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.7,True,1.1,False,0.42379999999999995,0.5768368712753608,0.8291000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.7,True,1.05,False,0.6382,0.7995300933741005,0.7336
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.05,False,0.629,0.8241935129844838,0.6866000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.05,True,0.8176,0.9213951399268183,0.7319
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.8,False,1.02,True,0.8554999999999999,0.9198682965162615,0.6328000000000001
