query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
fam40_typedistributed_plain+bg_weak,False,20,1,True,100,True,labelSpreading,rbf,0.5,0.6,False,1.2,True,0.84499999999999997,0.9184539309344012,0.76600000000000001
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,True,labelSpreading,rbf,0.5,0.7,False,1.3,True,0.61299999999999999,0.6730349547216592,0.68000000000000005
fam40_typedistributed_plain+bg_weak,False,40,7,True,100,False,labelSpreading,rbf,0.7,0.7,True,1.3,False,0.29499999999999998,0.35287221702802252,0.88400000000000001
fam40_typedistributed_plain+bg_weak,False,20,7,False,100,False,labelSpreading,rbf,0.5,0.6,True,1.3,False,0.34000000000000002,0.47134994882975884,0.86099999999999999
fam40_typedistributed_plain+bg_weak,False,6,19,False,100,False,labelSpreading,rbf,0.5,1.0,True,1.3,True,0.82199999999999995,0.90133049414914168,0.85999999999999999
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.4,0.8,False,1.1,True,0.92600000000000005,0.95063053310924828,0.70399999999999996
fam40_typedistributed_plain+bg_weak,False,20,7,False,100,True,labelSpreading,rbf,0.4,0.8,False,1.1,True,0.88600000000000001,0.93372393867813575,0.74299999999999999
fam40_typedistributed_plain+bg_weak,False,6,19,False,100,False,labelSpreading,rbf,0.6,0.9,True,1.2,True,0.88,0.94829972910674465,0.873
fam40_typedistributed_plain+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,1.0,False,1.0,False,0.98299999999999998,0.98465324100474871,0.62
fam40_typedistributed_plain+bg_weak,False,40,19,False,100,True,labelSpreading,rbf,0.6,0.9,False,1.3,False,0.77600000000000002,0.84931026469233684,0.63800000000000001
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,True,labelSpreading,rbf,0.5,1.0,False,1.1,False,0.85599999999999998,0.91895620443153336,0.59399999999999997
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,True,labelSpreading,rbf,0.6,0.8,True,1.0,True,0.96499999999999997,0.98080960705960707,0.755
fam40_typedistributed_plain+bg_weak,False,20,7,True,100,False,labelSpreading,rbf,0.3,1.0,False,1.3,True,0.88200000000000001,0.95299176529003349,0.81499999999999995
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,False,labelSpreading,rbf,0.5,0.9,True,1.1,False,0.67800000000000005,0.7526113671274961,0.86899999999999999
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,False,labelSpreading,rbf,0.6,1.0,False,1.0,True,0.99399999999999999,0.99422186609686614,0.79300000000000004
fam40_typedistributed_plain+bg_weak,False,40,19,False,100,False,labelSpreading,rbf,0.5,0.7,False,1.3,False,0.85699999999999998,0.87725862064509375,0.60499999999999998
fam40_typedistributed_plain+bg_weak,False,20,13,True,100,False,labelSpreading,rbf,0.6,0.6,True,1.0,False,0.98399999999999999,0.98497798497798494,0.72499999999999998
fam40_typedistributed_plain+bg_weak,False,6,19,True,100,False,labelSpreading,rbf,0.7,0.8,True,1.2,True,0.84499999999999997,0.91536030093095311,0.84699999999999998
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,False,labelSpreading,rbf,0.6,1.0,False,1.2,False,0.88,0.90205498726576738,0.57799999999999996
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,False,labelSpreading,rbf,0.3,1.0,True,1.2,False,0.40699999999999997,0.4364847109412327,0.92500000000000004
fam40_typedistributed_plain+bg_weak,False,6,19,False,100,True,labelSpreading,rbf,0.7,0.8,True,1.0,False,0.98599999999999999,0.98740110065541098,0.75600000000000001
fam40_typedistributed_plain+bg_weak,False,40,1,False,100,True,labelSpreading,rbf,0.3,1.0,False,1.2,True,0.63500000000000001,0.80646795305641827,0.71199999999999997
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.4,0.8,True,1.2,True,0.41899999999999998,0.49718861436576667,0.90700000000000003
fam40_typedistributed_plain+bg_weak,False,20,7,True,100,True,labelSpreading,rbf,0.6,0.9,False,1.3,True,0.82099999999999995,0.91897769360269355,0.79800000000000004
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,True,labelSpreading,rbf,0.4,0.9,False,1.2,False,0.95399999999999996,0.97948239361282841,0.80800000000000005
fam40_typedistributed_plain+bg_weak,False,6,13,True,100,False,labelSpreading,rbf,0.6,0.7,False,1.0,False,0.995,0.99511538461538462,0.72099999999999997
fam40_typedistributed_plain+bg_weak,False,40,1,True,100,False,labelSpreading,rbf,0.6,0.9,True,1.1,True,0.67800000000000005,0.75998927803527294,0.89400000000000002
fam40_typedistributed_plain+bg_weak,False,40,13,True,100,True,labelSpreading,rbf,0.7,0.9,False,1.0,True,0.96899999999999997,0.97156563724946066,0.65400000000000003
fam40_typedistributed_plain+bg_weak,False,40,19,False,100,False,labelSpreading,rbf,0.4,0.8,False,1.3,False,0.85299999999999998,0.88265368889712548,0.59499999999999997
fam40_typedistributed_plain+bg_weak,False,6,7,True,100,True,labelSpreading,rbf,0.7,0.8,False,1.2,False,0.95599999999999996,0.96508998254354283,0.81599999999999995
